sentence,keyword
What may happen before my last mile ?,['before']
What kind of degree one might have to have for this position ?,['for']
What will happen after the girl posts this ?,['after']
What might happen if the relationship continues at its current rate ?,['if']
How did the girl know her current boyfriend before they dated ?,['before']
What may be the reason for speaker being so excited ?,['for']
Why had the girl primped and preened ?,['and']
What may have happened before I misplaced my camera ?,['before']
What may happen if you are considered to be a digital hack ?,['if']
What may happenl while looking for a recepton / ceremonu area ?,['for']
What may be the reason I specifically mentioned the E.T. items ?,['specifically']
What may be the reason for someone taking such abuse ?,['for']
What may be a reason for choosing between fresh and frozen or canned vegetables ?,"['or', 'and', 'for']"
What may be the reason for fresh vegetables not being fresh at all ?,['for']
What may happen if Duttons for Buttons expands southward ?,"['if', 'for']"
What may be the reason for commenting on a post like that ?,['for']
What may be the reason for speaker talking about death ?,['for']
What may be the reason for them drinking so much ?,['for']
What may be the reason for them poking fun at how short she is ?,['for']
What may happen to them after this incident ?,['after']
Where may the narrator seek to move to after school ?,['after']
What will happen before i graduate from high school ?,['before']
What may be the reason for their boss wanting to switch things around in the company ?,['for']
What did we do after the movie ?,['after']
What will we do next time ?,['next']
What is likely to happen after we talk .,['after']
Why is the narrator and Rick working together closely ?,['and']
What may happen after Jack smiled ?,['after']
What may be a fact about this person and their girlfriend ?,['and']
What may happen after they respond to their girlfriend ?,['after']
What type of work might this animal be used for ?,['for']
what may not happen if the narrator does not change the flight arrangements ?,['if']
what may happen if the car is not brought back to Colorado ?,['if']
What would happen if I played the CDs ?,['if']
What may happen after trying to fix my laptop power cord ?,['after']
How may have I been feeling before I went to the campus ?,['before']
What may be the reason for their selling tactic ?,['for']
What may happen after joining Facebook while in university ?,['after']
What may happen after the dessert was served ?,['after']
What may be the reason for them not having many notes on Gold Hill Stout ?,['for']
What may happen before Thigpin plays ?,['before']
What may happen after telling a lie ?,['after']
What may happen if I stayed sober instead ?,"['if', 'instead']"
What is going the narrator want to do after speaking with Tom ?,['after']
What may have happened if i had experience ancd a car ?,['if']
What may happen after I heard his low voice ?,['after']
What may happen before he took a sip of wine ?,['before']
Why did Mike ultimately not get a speeding ticket ?,['ultimately']
What will she do after seeing Kara ?,['after']
What may have happened before I grabbed the string ?,['before']
Why does experiencing abuse and overcoming it cause the speaker to want to take better care of themselves ?,['and']
What happened before he had his cake ?,['before']
why did they receive gifts and go to dinner ?,['and']
