sentence,keyword
"We may say, take the article as a whole knowledge,  _  .",['as']
"After school, Daniel usually stays at school for one hour to   _  .","['after', 'for']"
Mr Smith went to take a vacation for  _  .,['for']
Why did Katie eat school lunch instead of her homemade lunch every day?,['instead']
What's the BEST title for the passage?,['for']
"If you visit Meiji Jingu,you can   _",['if']
All the clowns get together   _   for the International Clown Festival.,['for']
Mrs. Beet sat in the dark because  _  .,['because']
Hotpot is often prepared for parties because it is  _  .,"['because', 'for']"
"After the free meal, the writer learnt that  _  .",['after']
The lion can come out of the cage because   _  .,['because']
The Rubber Duck went to   _   after it left the International Garden Expo Park.,['after']
Few people know that if someone has a poor memory it is   _  .,['if']
My brother and his wife work   _  .,['and']
The waiter stops the boy because   _  .,['because']
The blue whales live in the sea. They breathe air as   _  do.,['as']
What food do seals and otters like eating?,['and']
Some sea animals can keep themselves warm because   _  .,['because']
Sunny English Club is for   _  .,['for']
You will pay   _   if you want to stay in the English club for half a year.,"['if', 'for']"
One can get free exams in Health Centre if he is   _  .,['if']
"If you are interested in the life of fish, you should go to  _  .",['if']
Why did Haixia and Wenqi start working together?,['and']
Haixia and Wenqi's forest has helped the village by  _   .,['and']
Why do Haixia and Wenqi plant tree branches?,['and']
Did the pilots make any distress calls before the plane went missing?,['before']
"If the kite can't fly well in the sky, what should we do?",['if']
Marc played the piano at the age of  _  for the first time.,['for']
How long can the biggest modern paper-making machines make a piece of paper 750 meters long and six meters wide?,['and']
Some swimmers died in water because they were  _  .,['because']
"If you go swimming, you shouldn't  _  when you are alone.",['if']
"If you have any questions, you can  _  .",['if']
_   is the grandmother of Jack and Peter.,['and']
What does Huang Xiaoyu think a gentleman will do if she doesn't do well in the English exam?,['if']
The Old Man and the Sea was published  in   _  .,['and']
The old man doesn't get a fish until the   _   day.,['until']
"When she was 19   _   old, Helen Keller became blind and deaf.",['and']
The woman is angry because the man  _  .,['because']
Sports are very popular in Africa because children   _  .,['because']
People may not eat   _   as much as they do today.,"['as', 'much as']"
The man still ate the chilies after he knew they were condiments because he thought .,"['because', 'after', 'still']"
What can be the best title for the story?,['for']
What did the students feel after the disaster happened?,['after']
"The checking of textbooks, dictionaries and children's books will   _  .",['and']
Yuan Longping won the World Food Prize because   _  .,['because']
Wang Lei and Wang Fang are  _  .,['and']
"When her father came to her school and walked past the classroom door, the writer might feel   _  .",['and']
The girl's attitude towards the writer can be best described as   _  .,['as']
"From the passage, we know the followings are right EXCEPT   _  ?",['except']
"If you have little money,   _  .",['if']
"If your friend says to you "" I want to take you to lunch at noon"", that means   _  .",['if']
"In America, some girls and women   _  in the old days.",['and']
"If you want to make friends, it is very important to   _  .",['if']
You wouldn't mind if   _  .,['if']
"For a school student, freedom means .",['for']
"As a student, Damini Bansal thinks .",['as']
Damini Bansal and his classmates treat Independence Day as .,"['as', 'and']"
"According to the passage, some people think that if you don't have breakfast you will    _   .",['if']
Lucy's mother thought it was wrong to waste food because  _  .,['because']
Lucy thought her mother should feel happy because  _  .,['because']
The man asks   _   for the boy.,['for']
Nelson Mandela fought for the black people and helped them to get  _   though once in prison for 30 years.,"['once', 'though', 'and', 'for']"
"_   might see a trip to a big city as a valuable experience, according to the passage.",['as']
"Parents may hope that their children have the same   _   as their own, according to the passage.",['as']
Peter is at school for   _  .,['for']
Peter is often late for school because   _  .,"['because', 'for']"
The guidepost is for   _  .,['for']
Air pollution is the most serious kind of pollution because .,['because']
It's dangerous for children to swim when you see   _  .,['for']
Why did Audrey live and study in Netherlands?,['and']
Misunderstanding of body languages always happens because of the   _  .,['because']
"If a foreign friend gives a hug to you, you should  _  .",['if']
The writer did NOT feel comfortable at the evening school because   _  .,['because']
"After his success, he   _  .",['after']
Nancy and Betty are   _  .,['and']
John got   _   as the prize for the math game.,"['as', 'for']"
"Betty, Nancy and John all felt   _   in the end.",['and']
What did Sarah do after she understood the fact?,['after']
"If a child doesn't have 10 hours' sleep every night, he   _  .",['if']
A person needs exercise because   _  .,['because']
Exercise makes the   _   move quickly and smoothly.,['and']
The express railway between Beijing and Shanghai will be finished   _  .,['and']
"Before taking your seat, you should   _   with your ticket.",['before']
"When you take a bus alone,it's safe for you  _",['for']
Why does John cut down fewer and fewer trees day after day?,"['after', 'and']"
From the passage we know tea was used as a medicine in   _   many years ago,['as']
Hello Kitty became popular because of  _  .,['because']
What is the best title   for this passage?,['for']
---Why did Tom stay behind after school? ---Because  _  .,['after']
What happened to Peter Parker after he was bitten by the spider?,['after']
How did the seed feel after hearing the traveller's words?,['after']
Bill always failed in the exams at first because he   _  .,['because']
